sec,timestamp,maa,clock_ticks,clock_seconds,longitude,latitude,relative_height_meters
207,2022-06-09 09:43:27,1.0364815e-06,2500704290,481.084,144.80278768959414,13.431456896952914,-0.6499600551757823
208,2022-06-09 09:43:28,1.3396309e-06,2505204958,482.084,144.80278782910307,13.431456816826955,-0.6103253505859385
209,2022-06-09 09:43:29,1.4472884e-06,2509705575,483.084,144.80278797681868,13.431457001179846,-0.9168362758789071
210,2022-06-09 09:43:30,1.0517003e-06,2514205817,484.084,144.80278820254497,13.431456908215234,-1.1282200954589854
211,2022-06-09 09:43:31,1.0178858e-06,2518706168,485.084,144.80278849531177,13.43145703871548,-1.165211214843751
212,2022-06-09 09:43:32,1.0868807e-06,2523207286,486.085,144.80278861867492,13.43145716449975,-1.3211102626953135
213,2022-06-09 09:43:33,1.1397826e-06,2527708406,487.085,144.8027886490552,13.431457085705858,-1.1731381557617198
214,2022-06-09 09:43:34,1.0997782e-06,2532209558,488.085,144.80278860594984,13.43145709687047,-1.2761883876953135
215,2022-06-09 09:43:35,4.6136458e-07,2536710640,489.085,144.8027887597681,13.43145708673178,-1.305256380859376
216,2022-06-09 09:43:36,7.6170795e-07,2541211665,490.086,144.8027888609158,13.431457077013224,-1.4585118435058604
217,2022-06-09 09:43:37,8.478728e-07,2545712747,491.086,144.80278877908583,13.431457073183124,-1.4215169094238291
218,2022-06-09 09:43:38,5.614682e-07,2550213800,492.086,144.8027887736162,13.43145707775254,-1.1097226284179698
219,2022-06-09 09:43:39,9.560276e-07,2554714956,493.086,144.80278863859925,13.43145723782207,-1.0806584499511729
220,2022-06-09 09:43:40,5.5329957e-07,2559216048,494.087,144.80278866432022,13.431457149358478,-0.945900454345704
